orderID,productID,quantityOrdered,customerID,order_Date,order_Time,timeID
177712,30,1,61,01/04/2019,8:53 am,51
186564,30,1,26,01/04/2019,9:00 am,52
183983,33,1,26,01/04/2019,9:00 am,53
183201,101,1,72,01/04/2019,9:01 am,54
184738,55,3,91,01/04/2019,9:01 am,55
186090,51,1,28,01/04/2019,9:04 am,56
181217,78,1,76,01/04/2019,9:10 am,57
187559,16,1,69,01/04/2019,9:12 am,58
176743,52,1,63,01/04/2019,9:17 am,59
177668,18,1,8,01/04/2019,9:20 am,60
185014,81,1,55,01/04/2019,9:22 am,61
185539,46,1,42,01/04/2019,9:25 am,62
181460,50,1,78,01/04/2019,9:26 am,63
178715,56,1,79,01/04/2019,9:28 am,64
182961,85,2,7,01/04/2019,9:31 am,65
188101,23,1,38,01/04/2019,9:32 am,66
192261,82,1,3,01/04/2019,9:35 am,67
248153,67,1,31,01/04/2019,9:39 am,68
248154,68,1,16,01/04/2019,9:39 am,69
177739,71,1,86,01/04/2019,9:39 am,70
182763,45,1,35,01/04/2019,9:43 am,71
189144,5,1,68,01/04/2019,9:43 am,72
182639,46,1,52,01/04/2019,9:43 am,73
189504,57,1,54,01/04/2019,9:46 am,74
179454,80,1,29,01/04/2019,9:48 am,75
185223,34,1,8,01/04/2019,9:52 am,76
185279,96,1,25,01/04/2019,9:52 am,77
187068,61,1,80,01/04/2019,9:56 am,78
181734,30,1,19,01/04/2019,9:56 am,79
185601,65,1,98,01/04/2019,9:58 am,80
185606,94,1,88,01/04/2019,9:59 am,81
189474,71,1,15,01/04/2019,10:00 am,82
186785,45,1,78,01/04/2019,10:00 am,83
189314,4,1,83,01/04/2019,10:02 am,84
188230,35,1,54,01/04/2019,10:05 am,85
190973,12,1,72,01/04/2019,10:08 am,86
178217,93,5,3,01/04/2019,10:09 am,87
189489,43,1,52,01/04/2019,10:12 am,88
177868,42,1,4,01/04/2019,10:17 am,89
248155,24,1,69,01/04/2019,10:17 am,90
248156,15,1,7,01/04/2019,10:17 am,91
185041,31,1,26,01/04/2019,10:18 am,92
188618,47,1,7,01/04/2019,10:18 am,93
177554,17,1,20,01/04/2019,10:21 am,94
180356,96,1,67,01/04/2019,10:22 am,95
190846,65,1,81,01/04/2019,10:23 am,96
189674,87,2,72,01/04/2019,10:23 am,97
177316,33,1,63,01/04/2019,10:25 am,98
193252,18,1,24,01/04/2019,10:26 am,99
187689,43,1,13,01/04/2019,10:27 am,100
248157,34,1,100,01/04/2019,10:31 am,101
248158,63,1,51,01/04/2019,10:31 am,102
184559,25,1,98,01/04/2019,10:34 am,103
184275,27,1,88,01/04/2019,10:34 am,104
183505,31,1,49,01/04/2019,10:35 am,105
248159,25,1,25,01/04/2019,10:36 am,106
193619,37,1,6,01/04/2019,10:36 am,107
188522,24,1,15,01/04/2019,10:36 am,108
248160,25,1,48,01/04/2019,10:36 am,109
181183,90,2,59,01/04/2019,10:39 am,110
183899,100,1,33,01/04/2019,10:40 am,111
186439,87,1,7,01/04/2019,10:41 am,112
181718,75,1,42,01/04/2019,10:42 am,113
189887,99,2,49,01/04/2019,10:43 am,114
185962,12,1,91,01/04/2019,10:48 am,115
182408,63,1,93,01/04/2019,10:48 am,116
180517,84,1,33,01/04/2019,10:48 am,117
188365,94,1,1,01/04/2019,10:51 am,118
188515,3,1,61,01/04/2019,10:51 am,119
177881,98,1,92,01/04/2019,10:52 am,120
176722,63,1,37,01/04/2019,10:57 am,121
193989,19,2,78,01/04/2019,10:57 am,122
191809,96,1,61,01/04/2019,10:57 am,123
177513,46,1,41,01/04/2019,11:00 am,124
186696,84,1,53,01/04/2019,11:01 am,125
186047,30,2,16,01/04/2019,11:04 am,126
189776,73,1,33,01/04/2019,11:04 am,127
180818,42,1,13,01/04/2019,11:05 am,128
179717,37,1,6,01/04/2019,11:09 am,129
189210,57,1,55,01/04/2019,11:11 am,130
191691,92,1,95,01/04/2019,11:17 am,131
177611,71,1,11,01/04/2019,11:19 am,132
178104,92,1,52,01/04/2019,11:20 am,133
189793,19,1,67,01/04/2019,11:20 am,134
186159,84,1,42,01/04/2019,11:21 am,135
182801,4,1,56,01/04/2019,11:21 am,136
182520,37,2,7,01/04/2019,11:24 am,137
181965,12,2,65,01/04/2019,11:25 am,138
191161,24,3,52,01/04/2019,11:26 am,139
185581,28,1,8,01/04/2019,11:28 am,140
178175,28,1,90,01/04/2019,11:28 am,141
181903,52,2,4,01/04/2019,11:28 am,142
176981,21,1,58,01/04/2019,11:29 am,143
192349,45,1,92,01/04/2019,11:29 am,144
193698,84,1,71,01/04/2019,11:30 am,145
190434,88,1,35,01/04/2019,11:30 am,146
193611,100,1,56,01/04/2019,11:30 am,147
190624,95,1,9,01/04/2019,11:36 am,148
177176,42,1,72,01/04/2019,11:36 am,149
193679,37,1,42,01/04/2019,11:37 am,150
190878,62,1,56,01/04/2019,11:38 am,151
181423,36,1,33,01/04/2019,11:42 am,152
181915,64,1,80,01/04/2019,11:42 am,153
182214,55,1,36,01/04/2019,11:43 am,154
193641,89,1,39,01/04/2019,11:46 am,155
248161,59,1,98,01/04/2019,11:49 am,156
248162,83,1,58,01/04/2019,11:49 am,157
193201,90,1,38,01/04/2019,11:50 am,158
176677,64,1,44,01/04/2019,11:50 am,159
189487,53,1,33,01/04/2019,11:50 am,160
187787,54,1,13,01/04/2019,11:52 am,161
182939,17,1,20,01/04/2019,11:53 am,162
191865,100,1,86,01/04/2019,11:58 am,163
181761,46,2,57,01/04/2019,11:58 am,164
180015,76,1,63,01/04/2019,11:59 am,165
30308,101,1,61,01/04/2019,12:00 pm,166
183225,10,1,12,01/04/2019,12:02 pm,167
181666,76,1,18,01/04/2019,12:05 pm,168
191850,83,1,88,01/04/2019,12:06 pm,169
188166,54,1,62,01/04/2019,12:06 pm,170
179762,68,1,82,01/04/2019,12:12 pm,171
193015,68,1,29,01/04/2019,12:13 pm,172
179337,101,1,77,01/04/2019,12:15 pm,173
191245,22,1,15,01/04/2019,12:18 pm,174
184190,19,1,96,01/04/2019,12:21 pm,175
190874,74,2,70,01/04/2019,12:21 pm,176
181491,41,1,56,01/04/2019,12:23 pm,177
190187,87,1,33,01/04/2019,12:24 pm,178
179582,12,1,62,01/04/2019,12:24 pm,179
181824,41,1,80,01/04/2019,12:30 pm,180
184718,45,3,54,01/04/2019,12:30 pm,181
180171,9,1,95,01/04/2019,12:31 pm,182
183110,33,1,65,01/04/2019,12:31 pm,183
248163,70,1,80,01/04/2019,12:32 pm,184
248164,95,1,53,01/04/2019,12:32 pm,185
193409,12,1,11,01/04/2019,12:32 pm,186
193991,38,1,42,01/04/2019,12:33 pm,187
191385,78,1,91,01/04/2019,12:34 pm,188
190362,92,1,80,01/04/2019,12:35 pm,189
180621,88,1,99,01/04/2019,12:37 pm,190
177937,1,1,81,01/04/2019,12:39 pm,191
184701,64,2,45,01/04/2019,12:42 pm,192
187745,89,1,90,01/04/2019,12:42 pm,193
192957,23,1,51,01/04/2019,12:45 pm,194
185859,34,1,18,01/04/2019,12:45 pm,195
182101,58,1,37,01/04/2019,12:45 pm,196
185530,67,1,4,01/04/2019,12:47 pm,197
189686,11,1,42,01/04/2019,12:50 pm,198
180192,46,1,69,01/04/2019,12:55 pm,199
179192,64,3,65,01/04/2019,12:57 pm,200
176887,93,1,26,01/04/2019,12:59 pm,201
184381,64,1,26,01/04/2019,1:01 pm,202
191618,49,1,78,01/04/2019,1:01 pm,203
248165,29,1,18,01/04/2019,1:02 pm,204
248166,90,1,51,01/04/2019,1:02 pm,205
248167,40,1,99,01/04/2019,1:03 pm,206
248168,53,1,81,01/04/2019,1:03 pm,207
180862,15,1,54,01/04/2019,1:06 pm,208
191146,80,1,4,01/04/2019,1:10 pm,209
188241,42,3,28,01/04/2019,1:10 pm,210
182404,54,1,40,01/04/2019,1:10 pm,211
190939,84,1,35,01/04/2019,1:11 pm,212
177072,87,1,9,01/04/2019,1:11 pm,213
178384,26,2,84,01/04/2019,1:12 pm,214
191020,10,1,69,01/04/2019,1:13 pm,215
248169,19,1,98,01/04/2019,1:13 pm,216
248170,40,1,5,01/04/2019,1:13 pm,217
248171,55,1,91,01/04/2019,1:13 pm,218
181017,53,1,67,01/04/2019,1:14 pm,219
181304,34,1,15,01/04/2019,1:14 pm,220
183748,58,2,33,01/04/2019,1:16 pm,221
182967,72,1,87,01/04/2019,1:18 pm,222
193541,51,2,11,01/04/2019,1:19 pm,223
192070,70,1,39,01/04/2019,1:19 pm,224
182875,8,1,30,01/04/2019,1:22 pm,225
181731,11,1,38,01/04/2019,1:22 pm,226
183521,88,1,13,01/04/2019,1:22 pm,227
182124,82,1,35,01/04/2019,1:24 pm,228
194002,95,1,97,01/04/2019,1:26 pm,229
177235,14,2,69,01/04/2019,1:27 pm,230
189685,71,1,66,01/04/2019,1:28 pm,231
187028,28,2,36,01/04/2019,1:31 pm,232
192161,90,1,8,01/04/2019,1:32 pm,233
183699,72,1,95,01/04/2019,1:33 pm,234
190830,24,1,79,01/04/2019,1:35 pm,235
189979,48,1,87,01/04/2019,1:35 pm,236
177516,21,1,31,01/04/2019,1:35 pm,237
190162,62,1,56,01/04/2019,1:37 pm,238
184560,11,1,38,01/04/2019,1:38 pm,239
178621,68,1,87,01/04/2019,1:43 pm,240
183820,64,1,56,01/04/2019,1:44 pm,241
183384,88,1,83,01/04/2019,1:45 pm,242
187148,14,2,12,01/04/2019,1:47 pm,243
184303,43,1,75,01/04/2019,1:47 pm,244
190157,30,1,15,01/04/2019,1:48 pm,245
179714,91,1,93,01/04/2019,1:48 pm,246
193633,41,1,95,01/04/2019,1:51 pm,247
180843,60,3,57,01/04/2019,1:51 pm,248
192708,69,1,97,01/04/2019,1:51 pm,249
192532,16,1,77,01/04/2019,1:54 pm,250
192575,94,1,56,01/04/2019,1:57 pm,251
184048,31,1,33,01/04/2019,1:59 pm,252
181447,77,1,82,01/04/2019,2:00 pm,253
178642,42,1,70,01/04/2019,2:02 pm,254
180949,85,1,81,01/04/2019,2:04 pm,255
181396,80,1,68,01/04/2019,2:05 pm,256
193227,45,1,81,01/04/2019,2:05 pm,257
189677,27,1,48,01/04/2019,2:06 pm,258
179406,36,1,40,01/04/2019,2:06 pm,259
248172,21,1,59,01/04/2019,2:07 pm,260
248173,97,1,2,01/04/2019,2:07 pm,261
182121,41,1,32,01/04/2019,2:07 pm,262
188539,56,1,52,01/04/2019,2:08 pm,263
188768,40,1,32,01/04/2019,2:09 pm,264
179926,99,1,57,01/04/2019,2:10 pm,265
187297,60,1,26,01/04/2019,2:15 pm,266
188797,51,1,76,01/04/2019,2:17 pm,267
191558,88,1,9,01/04/2019,2:19 pm,268
185157,13,1,38,01/04/2019,2:21 pm,269
178863,37,1,18,01/04/2019,2:21 pm,270
187443,53,1,17,01/04/2019,2:25 pm,271
184027,99,1,36,01/04/2019,2:28 pm,272
185656,39,1,61,01/04/2019,2:29 pm,273
184482,56,1,13,01/04/2019,2:35 pm,274
185353,83,2,2,01/04/2019,2:36 pm,275
179206,88,1,84,01/04/2019,2:39 pm,276
193281,90,1,98,01/04/2019,2:49 pm,277
193366,59,1,62,01/04/2019,2:51 pm,278
183101,55,1,83,01/04/2019,2:53 pm,279
190163,87,1,93,01/04/2019,2:53 pm,280
185253,97,1,45,01/04/2019,2:55 pm,281
178239,76,1,20,01/04/2019,2:57 pm,282
192035,75,1,31,01/04/2019,2:57 pm,283
182256,13,1,100,01/04/2019,2:58 pm,284
179585,89,1,36,01/04/2019,2:59 pm,285
179331,1,1,69,01/04/2019,3:08 pm,286
191936,66,1,52,01/04/2019,3:10 pm,287
187826,58,1,78,01/04/2019,3:10 pm,288
191581,15,1,61,01/04/2019,3:11 pm,289
180023,61,3,72,01/04/2019,3:16 pm,290
192413,93,1,48,01/04/2019,3:18 pm,291
180287,97,1,23,01/04/2019,3:21 pm,292
185468,94,1,40,01/04/2019,3:22 pm,293
188424,96,3,57,01/04/2019,3:23 pm,294
184481,12,2,74,01/04/2019,3:27 pm,295
187186,4,1,94,01/04/2019,3:29 pm,296
190715,46,1,80,01/04/2019,3:29 pm,297
190107,94,1,41,01/04/2019,3:33 pm,298
190118,88,1,19,01/04/2019,3:33 pm,299
184967,49,1,97,01/04/2019,3:34 pm,300
190946,73,1,61,01/04/2019,3:38 pm,301
183864,67,1,95,01/04/2019,3:39 pm,302
193289,95,1,38,01/04/2019,3:50 pm,303
248174,9,1,13,01/04/2019,3:50 pm,304
248175,65,1,8,01/04/2019,3:50 pm,305
176914,1,1,40,01/04/2019,3:54 pm,306
248176,15,2,23,01/04/2019,3:55 pm,307
248177,73,2,82,01/04/2019,3:55 pm,308
189955,98,1,28,01/04/2019,3:55 pm,309
186931,54,2,57,01/04/2019,3:59 pm,310
177073,2,3,10,01/04/2019,3:59 pm,311
179029,67,1,51,01/04/2019,4:01 pm,312
181642,7,4,20,01/04/2019,4:02 pm,313
189668,52,1,20,01/04/2019,4:03 pm,314
191236,69,1,35,01/04/2019,4:03 pm,315
182641,44,1,3,01/04/2019,4:05 pm,316
188594,10,1,48,01/04/2019,4:05 pm,317
178126,55,1,83,01/04/2019,4:09 pm,318
182814,10,1,21,01/04/2019,4:09 pm,319
191445,97,1,14,01/04/2019,4:11 pm,320
182644,29,1,42,01/04/2019,4:13 pm,321
179748,68,1,1,01/04/2019,4:14 pm,322
177671,22,1,9,01/04/2019,4:14 pm,323
193206,81,1,20,01/04/2019,4:14 pm,324
187572,31,1,98,01/04/2019,4:15 pm,325
181133,51,1,1,01/04/2019,4:16 pm,326
188468,31,1,43,01/04/2019,4:17 pm,327
186974,2,1,59,01/04/2019,4:23 pm,328
248178,27,2,12,01/04/2019,4:29 pm,329
248179,54,1,60,01/04/2019,4:29 pm,330
181215,96,1,22,01/04/2019,4:32 pm,331
190361,62,1,80,01/04/2019,4:35 pm,332
183789,47,1,98,01/04/2019,4:35 pm,333
193260,19,1,22,01/04/2019,4:37 pm,334
192565,97,1,68,01/04/2019,4:37 pm,335
179899,18,1,6,01/04/2019,4:40 pm,336
188674,32,1,52,01/04/2019,4:41 pm,337
185769,36,2,49,01/04/2019,4:47 pm,338
184452,99,1,8,01/04/2019,4:48 pm,339
190282,15,1,100,01/04/2019,4:48 pm,340
248180,48,1,64,01/04/2019,4:49 pm,341
193699,19,1,87,01/04/2019,4:49 pm,342
248181,101,1,56,01/04/2019,4:49 pm,343
188473,65,1,87,01/04/2019,4:52 pm,344
180105,50,1,44,01/04/2019,5:02 pm,345
185121,42,1,99,01/04/2019,5:02 pm,346
248182,66,1,8,01/04/2019,5:07 pm,347
248183,23,1,63,01/04/2019,5:07 pm,348
186264,44,1,84,01/04/2019,5:08 pm,349
177106,49,1,25,01/04/2019,5:10 pm,350
188854,33,1,97,01/04/2019,5:11 pm,351
185031,6,1,62,01/04/2019,5:14 pm,352
184639,10,1,97,01/04/2019,5:15 pm,353
192602,1,1,11,01/04/2019,5:18 pm,354
179579,100,1,95,01/04/2019,5:18 pm,355
185500,14,1,72,01/04/2019,5:22 pm,356
187224,38,1,31,01/04/2019,5:24 pm,357
186322,19,1,28,01/04/2019,5:27 pm,358
190760,97,1,24,01/04/2019,5:29 pm,359
184403,70,1,58,01/04/2019,5:29 pm,360
179305,35,2,63,01/04/2019,5:29 pm,361
179110,69,1,70,01/04/2019,5:30 pm,362
179504,86,1,23,01/04/2019,5:31 pm,363
184882,79,1,59,01/04/2019,5:32 pm,364
180385,32,1,51,01/04/2019,5:32 pm,365
187506,23,2,84,01/04/2019,5:33 pm,366
192633,41,1,75,01/04/2019,5:34 pm,367
185303,77,1,12,01/04/2019,5:34 pm,368
177658,80,1,73,01/04/2019,5:35 pm,369
185677,48,1,61,01/04/2019,5:37 pm,370
182292,98,2,72,01/04/2019,5:41 pm,371
187641,66,1,2,01/04/2019,5:42 pm,372
191050,43,1,71,01/04/2019,5:43 pm,373
181360,32,1,68,01/04/2019,5:43 pm,374
180088,2,1,64,01/04/2019,5:45 pm,375
193064,1,1,52,01/04/2019,5:46 pm,376
190650,35,1,61,01/04/2019,5:53 pm,377
185030,21,1,69,01/04/2019,6:05 pm,378
182664,96,1,41,01/04/2019,6:05 pm,379
178613,61,1,27,01/04/2019,6:06 pm,380
186562,91,1,70,01/04/2019,6:08 pm,381
188639,64,1,22,01/04/2019,6:12 pm,382
189503,20,1,3,01/04/2019,6:12 pm,383
190325,85,1,82,01/04/2019,6:17 pm,384
191327,87,1,75,01/04/2019,6:17 pm,385
180708,57,1,28,01/04/2019,6:17 pm,386
183108,80,1,54,01/04/2019,6:17 pm,387
189066,50,1,34,01/04/2019,6:18 pm,388
187714,83,1,35,01/04/2019,6:22 pm,389
187325,29,1,96,01/04/2019,6:25 pm,390
188666,35,1,22,01/04/2019,6:29 pm,391
192610,68,2,96,01/04/2019,6:29 pm,392
180587,63,1,57,01/04/2019,6:30 pm,393
188621,5,1,35,01/04/2019,6:30 pm,394
187783,100,1,100,01/04/2019,6:31 pm,395
190284,12,1,98,01/04/2019,6:33 pm,396
181960,77,1,45,01/04/2019,6:37 pm,397
193677,92,1,85,01/04/2019,6:38 pm,398
186738,61,1,1,01/04/2019,6:38 pm,399
180781,3,1,84,01/04/2019,6:40 pm,400
190492,39,1,13,01/04/2019,6:44 pm,401
190798,62,2,48,01/04/2019,6:44 pm,402
193269,25,1,66,01/04/2019,6:48 pm,403
189150,16,1,70,01/04/2019,6:50 pm,404
192903,18,1,66,01/04/2019,6:50 pm,405
193639,94,1,21,01/04/2019,6:54 pm,406
189812,15,1,85,01/04/2019,6:55 pm,407
187098,44,1,91,01/04/2019,6:57 pm,408
186086,11,1,17,01/04/2019,6:58 pm,409
183362,16,1,87,01/04/2019,7:03 pm,410
192000,14,1,93,01/04/2019,7:03 pm,411
178594,91,1,16,01/04/2019,7:08 pm,412
180320,41,1,24,01/04/2019,7:09 pm,413
192176,32,3,85,01/04/2019,7:09 pm,414
192865,9,1,13,01/04/2019,7:11 pm,415
181011,45,1,74,01/04/2019,7:11 pm,416
180518,54,1,3,01/04/2019,7:13 pm,417
177994,58,1,24,01/04/2019,7:15 pm,418
248184,36,1,39,01/04/2019,7:19 pm,419
186180,52,1,1,01/04/2019,7:19 pm,420
248185,83,1,29,01/04/2019,7:19 pm,421
179681,43,2,86,01/04/2019,7:20 pm,422
248186,95,1,98,01/04/2019,7:21 pm,423
248187,17,1,94,01/04/2019,7:21 pm,424
186782,82,1,54,01/04/2019,7:23 pm,425
179518,94,1,46,01/04/2019,7:23 pm,426
190031,41,1,59,01/04/2019,7:25 pm,427
189276,80,1,55,01/04/2019,7:26 pm,428
184532,17,1,42,01/04/2019,7:28 pm,429
182816,78,1,77,01/04/2019,7:28 pm,430
185588,10,1,20,01/04/2019,7:28 pm,431
187099,85,1,71,01/04/2019,7:28 pm,432
192023,9,1,22,01/04/2019,7:31 pm,433
186029,73,1,47,01/04/2019,7:36 pm,434
248188,62,1,98,01/04/2019,7:36 pm,435
192409,26,1,20,01/04/2019,7:36 pm,436
248189,3,1,4,01/04/2019,7:36 pm,437
191568,63,1,78,01/04/2019,7:38 pm,438
192979,90,1,62,01/04/2019,7:42 pm,439
182505,7,3,96,01/04/2019,7:43 pm,440
183322,18,1,76,01/04/2019,7:45 pm,442
182946,13,1,85,01/04/2019,7:45 pm,443
179308,7,2,86,01/04/2019,7:47 pm,444
178656,93,1,32,01/04/2019,7:47 pm,445
248190,49,1,56,01/04/2019,7:48 pm,446
248191,101,1,50,01/04/2019,7:48 pm,447
193675,14,2,29,01/04/2019,7:49 pm,448
191390,79,1,70,01/04/2019,7:49 pm,449
179584,86,1,43,01/04/2019,7:50 pm,450
185789,90,1,46,01/04/2019,7:51 pm,451
184402,64,1,44,01/04/2019,7:53 pm,452
180230,87,1,78,01/04/2019,7:53 pm,453
188409,90,1,27,01/04/2019,7:54 pm,454
178936,92,1,36,01/04/2019,7:54 pm,455
185234,87,3,17,01/04/2019,7:56 pm,456
185540,83,2,74,01/04/2019,7:57 pm,457
191628,14,3,2,01/04/2019,7:58 pm,458
183572,93,1,7,01/04/2019,7:59 pm,459
188252,27,1,47,01/04/2019,8:00 pm,460
180849,51,1,70,01/04/2019,8:01 pm,461
177773,2,1,80,01/04/2019,8:03 pm,462
181418,54,1,39,01/04/2019,8:06 pm,463
192573,30,1,20,01/04/2019,8:08 pm,464
184188,51,1,11,01/04/2019,8:10 pm,465
184314,11,1,83,01/04/2019,8:11 pm,466
185493,100,1,62,01/04/2019,8:12 pm,467
192068,51,1,97,01/04/2019,8:14 pm,468
178470,46,1,37,01/04/2019,8:15 pm,469
183950,10,2,30,01/04/2019,8:16 pm,470
193741,17,1,51,01/04/2019,8:17 pm,471
192249,13,1,17,01/04/2019,8:22 pm,472
191071,93,2,33,01/04/2019,8:22 pm,473
185937,38,1,27,01/04/2019,8:25 pm,474
188427,84,1,89,01/04/2019,8:26 pm,475
177044,76,1,92,01/04/2019,8:31 pm,476
182274,18,1,5,01/04/2019,8:32 pm,477
184790,95,1,17,01/04/2019,8:34 pm,478
248192,13,1,90,01/04/2019,8:35 pm,479
248193,69,1,46,01/04/2019,8:35 pm,480
248194,19,1,67,01/04/2019,8:35 pm,481
189322,5,2,60,01/04/2019,8:36 pm,482
181361,78,1,21,01/04/2019,8:37 pm,483
190383,91,1,18,01/04/2019,8:37 pm,484
248195,73,1,68,01/04/2019,8:38 pm,485
248196,46,1,61,01/04/2019,8:38 pm,486
191386,22,1,10,01/04/2019,8:38 pm,487
192051,79,1,84,01/04/2019,8:39 pm,488
192713,33,1,72,01/04/2019,8:45 pm,489
184665,24,1,9,01/04/2019,8:45 pm,490
178712,63,1,35,01/04/2019,8:48 pm,491
189334,58,1,32,01/04/2019,8:50 pm,492
183024,72,1,18,01/04/2019,8:51 pm,493
187902,42,1,1,01/04/2019,8:52 pm,494
187895,33,3,73,01/04/2019,8:54 pm,495
176775,100,2,24,01/04/2019,8:56 pm,496
186955,27,1,45,01/04/2019,8:58 pm,497
190864,92,1,95,01/04/2019,8:59 pm,498
190549,78,1,32,01/04/2019,9:00 pm,499
185779,6,1,15,01/04/2019,9:02 pm,500
248197,32,1,48,01/04/2019,9:03 pm,501
178037,29,3,23,01/04/2019,9:03 pm,502
248198,54,1,70,01/04/2019,9:03 pm,503
192992,71,1,76,01/04/2019,9:06 pm,504
185175,25,1,20,01/04/2019,9:07 pm,505
187607,42,1,55,01/04/2019,9:07 pm,506
181477,65,1,86,01/04/2019,9:07 pm,507
189719,69,1,63,01/04/2019,9:07 pm,508
183118,17,1,84,01/04/2019,9:08 pm,509
190643,17,1,77,01/04/2019,9:08 pm,510
178526,71,1,14,01/04/2019,9:10 pm,511
183253,59,2,44,01/04/2019,9:10 pm,512
187072,71,1,51,01/04/2019,9:13 pm,513
179515,5,1,19,01/04/2019,9:13 pm,514
183811,59,1,34,01/04/2019,9:15 pm,515
190575,20,1,8,01/04/2019,9:17 pm,516
248199,85,1,75,01/04/2019,9:17 pm,517
248200,47,1,2,01/04/2019,9:17 pm,518
178983,47,1,100,01/04/2019,9:17 pm,519
177268,33,2,5,01/04/2019,9:21 pm,520
248201,38,1,40,01/04/2019,9:23 pm,521
248202,32,1,28,01/04/2019,9:23 pm,522
178151,18,1,73,01/04/2019,9:28 pm,523
188860,59,1,97,01/04/2019,9:30 pm,524
188393,21,2,6,01/04/2019,9:34 pm,525
188967,31,1,65,01/04/2019,9:36 pm,526
190073,35,1,70,01/04/2019,9:38 pm,527
181298,20,1,58,01/04/2019,9:39 pm,528
176626,10,1,29,01/04/2019,9:40 pm,529
180431,84,1,29,01/04/2019,9:40 pm,530
193917,99,1,7,01/04/2019,9:41 pm,531
178653,26,1,85,01/04/2019,9:41 pm,532
192580,95,2,96,01/04/2019,9:43 pm,533
176956,11,1,58,01/04/2019,9:43 pm,534
182652,68,2,11,01/04/2019,9:44 pm,535
191142,93,1,14,01/04/2019,9:44 pm,536
190952,74,1,62,01/04/2019,9:45 pm,537
189511,82,2,94,01/04/2019,9:47 pm,538
187670,95,1,91,01/04/2019,9:50 pm,539
187479,34,1,81,01/04/2019,9:51 pm,540
189412,45,1,59,01/04/2019,9:52 pm,541
179816,53,1,22,01/04/2019,9:52 pm,542
189564,17,1,91,01/04/2019,9:55 pm,543
185786,9,1,41,01/04/2019,9:58 pm,544
190225,37,1,94,01/04/2019,9:58 pm,545
188099,47,1,66,01/04/2019,10:03 pm,546
178622,5,1,14,01/04/2019,10:05 pm,547
248203,99,1,60,01/04/2019,10:07 pm,548
248204,15,1,94,01/04/2019,10:07 pm,549
188570,73,1,95,01/04/2019,10:08 pm,550
179223,21,1,32,01/04/2019,10:09 pm,551
184178,50,1,67,01/04/2019,10:12 pm,552
190947,48,1,8,01/04/2019,10:15 pm,553
178128,52,1,46,01/04/2019,10:21 pm,554
189119,61,1,36,01/04/2019,10:22 pm,555
179971,20,1,12,01/04/2019,10:27 pm,556
248205,58,1,21,01/04/2019,10:28 pm,557
248206,53,1,82,01/04/2019,10:28 pm,558
181542,87,1,23,01/04/2019,10:30 pm,559
248207,49,1,78,01/04/2019,10:34 pm,560
248208,82,1,41,01/04/2019,10:34 pm,561
179872,90,1,55,01/04/2019,10:35 pm,562
193538,15,1,3,01/04/2019,10:40 pm,563
178390,99,1,44,01/04/2019,10:49 pm,564
